file,lineno,lhs,rhs_sig,rhs_shape,rhs_vars,line
.\tools\import_module_attributes_generic.py,472,flat,"('Other', 'IfExp')","('Other', 'IfExp')","_flatten,dict,isinstance,rec","flat = _flatten(rec) if isinstance(rec, dict) else {}"
.\dev_tools\kakerlake_ultra_cleaner.py,489,fname,"('Other', 'IfExp')","('Other', 'IfExp')","m,rhs","fname = rhs.func.attr.value if m.matches(rhs.func, m.Attribute()) else (rhs.func.value if m.matches(rhs.func, m.Name()) else ""call"")"
.\dev_tools\kakerlake_ultra_cleaner_v2.py,371,fname,"('Other', 'IfExp')","('Other', 'IfExp')","m,rhs","fname = rhs.func.attr.value if m.matches(rhs.func, m.Attribute()) else (rhs.func.value if m.matches(rhs.func, m.Name()) else ""call"")"
.\mnt\data\kakerlake_ultra_cleaner.py,489,fname,"('Other', 'IfExp')","('Other', 'IfExp')","m,rhs","fname = rhs.func.attr.value if m.matches(rhs.func, m.Attribute()) else (rhs.func.value if m.matches(rhs.func, m.Name()) else ""call"")"
.\mnt\data\kakerlake_ultra_cleaner_v2.py,371,fname,"('Other', 'IfExp')","('Other', 'IfExp')","m,rhs","fname = rhs.func.attr.value if m.matches(rhs.func, m.Attribute()) else (rhs.func.value if m.matches(rhs.func, m.Name()) else ""call"")"
.\tools\kakerlake_ultra_cleaner.py,490,fname,"('Other', 'IfExp')","('Other', 'IfExp')","m,rhs","fname = rhs.func.attr.value if m.matches(rhs.func, m.Attribute()) else (rhs.func.value if m.matches(rhs.func, m.Name()) else ""call"")"
.\admin_panel.py,974,form_manual_submit_label_dyn,"('Other', 'IfExp')","('Other', 'IfExp')","get_text_local,st","form_manual_submit_label_dyn = get_text_local(""admin_save_product_button_manual"", ""Änderungen speichern"") if st.session_state.product_to_edit_id_manual else get_text_local(""admin_add_product_button_manual"", ""Produkt anlegen"")"
.\calculations.py,3668,future_hp_consump_kwh_calc,"('Other', 'IfExp')","('Other', 'IfExp')","hp_cop_calc,waermebedarf_heizung_kwh_calc",future_hp_consump_kwh_calc = (
.\calculations.py,1359,grid_comparison,"('Other', 'IfExp')","('Other', 'IfExp')","grid_price,lcoe_discounted",grid_comparison = lcoe_discounted / grid_price if grid_price > 0 else 0
.\analysis.py,1175,hole,"('Other', 'IfExp')","('Other', 'IfExp')",chart_type,"hole = 0.4 if chart_type == ""Donut"" else 0"
.\analysis.py,1218,hole,"('Other', 'IfExp')","('Other', 'IfExp')",chart_type,"hole = 0.4 if chart_type == ""Donut"" else 0"
.\analysis.py,1256,hole,"('Other', 'IfExp')","('Other', 'IfExp')",chart_type,"hole = 0.4 if chart_type == ""Donut"" else 0"
.\analysis.py,1332,hole,"('Other', 'IfExp')","('Other', 'IfExp')",chart_type,"hole = 0.4 if chart_type == ""Donut"" else 0"
.\analysis.py,1341,hole,"('Other', 'IfExp')","('Other', 'IfExp')",chart_type,"hole = 0.4 if chart_type == ""Donut"" else 0"
.\analysis.py,1469,hole,"('Other', 'IfExp')","('Other', 'IfExp')",chart_type,"hole = 0.4 if chart_type == ""Donut"" else 0"
.\analysis.py,1511,hole,"('Other', 'IfExp')","('Other', 'IfExp')",chart_type,"hole = 0.4 if chart_type == ""Donut"" else 0"
.\analysis.py,2077,hole,"('Other', 'IfExp')","('Other', 'IfExp')",chart_type,"hole = 0.4 if chart_type == ""Donut"" else 0"
.\central_pdf_system.py,2180,icon,"('Other', 'IfExp')","('Other', 'IfExp')",available,"icon = """" if available else """""
.\pdf_ui.py,984,idx_cover_letter,"('Other', 'IfExp')","('Other', 'IfExp')","cover_letter_keys,st",cover_letter_keys = list(cover_letter_options.keys()); idx_cover_letter = cover_letter_keys.index(st.session_state.selected_cover_letter_name_doc_output) if st.session_state.selected_cover_letter_name_doc_output in cover_letter_keys else 0
.\pdf_ui.py,979,idx_offer_title,"('Other', 'IfExp')","('Other', 'IfExp')","offer_title_keys,st",offer_title_keys = list(offer_title_options.keys()); idx_offer_title = offer_title_keys.index(st.session_state.selected_offer_title_name_doc_output) if st.session_state.selected_offer_title_name_doc_output in offer_title_keys else 0
.\pdf_ui.py,974,idx_title_img,"('Other', 'IfExp')","('Other', 'IfExp')","st,title_image_keys",title_image_keys = list(title_image_options.keys()); idx_title_img = title_image_keys.index(st.session_state.selected_title_image_name_doc_output) if st.session_state.selected_title_image_name_doc_output in title_image_keys else 0
.\pdf_generator.py,1114,img_w_final,"('Other', 'IfExp')","('Other', 'IfExp')","aspect,desired_width,img_h_final",if max_height and img_h_calc > max_height: img_h_final = max_height; img_w_final = img_h_final / aspect if aspect > 0 else desired_width
.\calculations.py,2903,inverter_details,"('Other', 'IfExp')","('Other', 'IfExp')","real_get_product_by_id,selected_inverter_id",inverter_details = (
.\pdf_template_engine\placeholders.py,1569,inverter_details,"('Other', 'IfExp')","('Other', 'IfExp')","fetch_details,inverter_name",inverter_details = fetch_details(inverter_name) if inverter_name else {}
.\admin_panel.py,1204,key_suffix_in_list,"('Other', 'IfExp')","('Other', 'IfExp')","WIDGET_KEY_SUFFIX,i_list,prod_id_in_list","key_suffix_in_list = prod_id_in_list if prod_id_in_list is not None else f""idx_prod_list_man_final_key_admin_item_{i_list}{WIDGET_KEY_SUFFIX}"""
.\pdf_generator.py,1830,kwp,"('Other', 'IfExp')","('Other', 'IfExp')","mod_qty,mod_wp",kwp = (mod_qty * mod_wp) / 1000.0 if mod_qty > 0 and mod_wp > 0 else None
.\notwendig oder nicht\wichtig\repo_porter_select.py,78,label,"('Other', 'IfExp')","('Other', 'IfExp')",label,"label = label[:-3].strip() if label.endswith(""---"") else label"
.\tools\repo_porter_select.py,78,label,"('Other', 'IfExp')","('Other', 'IfExp')",label,"label = label[:-3].strip() if label.endswith(""---"") else label"
.\analysis.py,2738,lcoe,"('Other', 'IfExp')","('Other', 'IfExp')","float,int,isinstance,lcoe_raw,math",lcoe = (
.\calculations.py,1351,lcoe_discounted,"('Other', 'IfExp')","('Other', 'IfExp')","total_discounted_costs,total_discounted_energy",lcoe_discounted = (
.\dev_tools\kakerlake_ultra_cleaner.py,519,lines,"('Other', 'IfExp')","('Other', 'IfExp')",text,"lines=text.count(""\n"")+1 if text else 0"
.\dev_tools\kakerlake_ultra_cleaner_v2.py,405,lines,"('Other', 'IfExp')","('Other', 'IfExp')",text,"lines=text.count(""\n"")+1 if text else 0"
.\mnt\data\kakerlake_ultra_cleaner.py,519,lines,"('Other', 'IfExp')","('Other', 'IfExp')",text,"lines=text.count(""\n"")+1 if text else 0"
.\mnt\data\kakerlake_ultra_cleaner_v2.py,405,lines,"('Other', 'IfExp')","('Other', 'IfExp')",text,"lines=text.count(""\n"")+1 if text else 0"
.\tools\kakerlake_ultra_cleaner.py,520,lines,"('Other', 'IfExp')","('Other', 'IfExp')",text,"lines=text.count(""\n"")+1 if text else 0"
.\pdf_generator.py,509,live,"('Other', 'IfExp')","('Other', 'IfExp')","hasattr,st","live = st.session_state.get('live_pricing_calculations', {}) if hasattr(st, 'session_state') else {}"
.\pdf_generator.py,1786,live,"('Other', 'IfExp')","('Other', 'IfExp')","hasattr,st","live = st.session_state.get('live_pricing_calculations', {}) if hasattr(st, 'session_state') else {}"
.\analysis.py,1003,loaded_viz_settings,"('Other', 'IfExp')","('Other', 'IfExp')","dict,gc,isinstance",loaded_viz_settings = (
.\analysis.py,1584,loaded_viz_settings,"('Other', 'IfExp')","('Other', 'IfExp')","dict,gc,isinstance",loaded_viz_settings = (
.\pdf_template_engine\dynamic_overlay.py,415,logo_b64,"('Other', 'IfExp')","('Other', 'IfExp')","dynamic_data,key","logo_b64 = dynamic_data.get(key, """") if key else """""
.\notwendig oder nicht\python_function_recipes.py,191,m,"('Other', 'IfExp')","('Other', 'IfExp')","as_num,float,rhs,rng,str","m = (rng.astype(str) == rhs) if not rhs.replace('.','',1).isdigit() else (as_num == float(rhs))"
.\notwendig oder nicht\python_function_recipes.py,193,m,"('Other', 'IfExp')","('Other', 'IfExp')","as_num,float,rhs,rng,str","m = (rng.astype(str) != rhs) if not rhs.replace('.','',1).isdigit() else (as_num != float(rhs))"
.\notwendig oder nicht\python_function_recipes.py,166,mask,"('Other', 'IfExp')","('Other', 'IfExp')","as_num,float,rhs,rv,str","mask = (rv.astype(str) == rhs) if not rhs.replace('.','',1).isdigit() else (as_num == float(rhs))"
.\notwendig oder nicht\python_function_recipes.py,168,mask,"('Other', 'IfExp')","('Other', 'IfExp')","as_num,float,rhs,rv,str","mask = (rv.astype(str) != rhs) if not rhs.replace('.','',1).isdigit() else (as_num != float(rhs))"
.\analysis.py,4139,max_ev_kwh,"('Other', 'IfExp')","('Other', 'IfExp')","any,ev_monat_kwh,max",max_ev_kwh = max(ev_monat_kwh) if any(ev_monat_kwh) else 1.0
.\pdf_migration.py,211,migration_percent,"('Other', 'IfExp')","('Other', 'IfExp')","len,migrated_count,pdf_files",migration_percent = (migrated_count / len(pdf_files) * 100) if pdf_files else 0
.\admin_panel.py,1710,min_value_for_kwp_max,"('Other', 'IfExp')","('Other', 'IfExp')",kwp_min_ui_val,min_value_for_kwp_max = kwp_min_ui_val + 0.01 if kwp_min_ui_val is not None else 0.01
.\calculations.py,2480,module_capacity_w,"('Other', 'IfExp')","('Other', 'IfExp')","float,module_details",module_capacity_w = (
.\calculations.py,2477,module_details,"('Other', 'IfExp')","('Other', 'IfExp')","real_get_product_by_id,selected_module_id",module_details = (
.\admin_logo_management_ui.py,388,most_common_format,"('Other', 'IfExp')","('Other', 'IfExp')","formats,max,x","most_common_format = max(formats.items(), key=lambda x: x[1]) if formats else (""N/A"", 0)"
.\notwendig oder nicht\wichtig\out_selected\patches\admin_logo_management_ui.py.insert.py,393,most_common_format,"('Other', 'IfExp')","('Other', 'IfExp')","formats,max,x","most_common_format = max(formats.items(), key=lambda x: x[1]) if formats else (""N/A"", 0)"
.\notwendig oder nicht\wichtig\portings\patches\admin_logo_management_ui.py.insert.py,484,most_common_format,"('Other', 'IfExp')","('Other', 'IfExp')","formats,max,x","most_common_format = max(formats.items(), key=lambda x: x[1]) if formats else (""N/A"", 0)"
.\tools\out_selected\patches\admin_logo_management_ui.py.insert.py,393,most_common_format,"('Other', 'IfExp')","('Other', 'IfExp')","formats,max,x","most_common_format = max(formats.items(), key=lambda x: x[1]) if formats else (""N/A"", 0)"
.\tools\portings\patches\admin_logo_management_ui.py.insert.py,484,most_common_format,"('Other', 'IfExp')","('Other', 'IfExp')","formats,max,x","most_common_format = max(formats.items(), key=lambda x: x[1]) if formats else (""N/A"", 0)"
.\tools\import_module_attributes_generic.py,455,new_key,"('Other', 'IfExp')","('Other', 'IfExp')","k,parent_key,sep",new_key = parent_key + sep + k if parent_key else k
.\calculations.py,2738,normalized_monthly_consumption_distribution,"('Other', 'IfExp')","('Other', 'IfExp')","f,monthly_distribution_factors_consumption,sum_factors_cons",normalized_monthly_consumption_distribution = (
.\calculations.py,2680,normalized_monthly_distribution,"('Other', 'IfExp')","('Other', 'IfExp')","f,monthly_distribution_factors,sum_factors",normalized_monthly_distribution = (
.\multi_offer_generator.py,1050,offer_title_templates,"('Other', 'IfExp')","('Other', 'IfExp')","callable,load_admin_setting","offer_title_templates = load_admin_setting(""pdf_offer_title_templates"", []) if callable(load_admin_setting) else []"
.\pdf_generator.py,436,overlay_bytes,"('Other', 'IfExp')","('Other', 'IfExp')",overlay_parts,"overlay_bytes = overlay_parts[0] if overlay_parts else b"""""
.\dev_tools\kakerlake_ultra_cleaner.py,569,p,"('Other', 'IfExp')","('Other', 'IfExp')","int,o,pg",p=int(o[pg]) if pg and o.get(pg) is not None else None
.\mnt\data\kakerlake_ultra_cleaner.py,569,p,"('Other', 'IfExp')","('Other', 'IfExp')","int,o,pg",p=int(o[pg]) if pg and o.get(pg) is not None else None
.\tools\kakerlake_ultra_cleaner.py,570,p,"('Other', 'IfExp')","('Other', 'IfExp')","int,o,pg",p=int(o[pg]) if pg and o.get(pg) is not None else None
.\pv_visuals.py,93,p_val,"('Other', 'IfExp')","('Other', 'IfExp')","float,int,isinstance,math,p_val_raw","p_val = float(p_val_raw) if isinstance(p_val_raw, (int, float)) and not (math.isnan(p_val_raw) or math.isinf(p_val_raw)) else 0.0"
.\analysis.py,9158,payback_scenario,"('Other', 'IfExp')","('Other', 'IfExp')","investment,savings_scenario",payback_scenario = investment / savings_scenario if savings_scenario > 0 else 0
.\heatpump_ui.py,564,payback_time,"('Other', 'IfExp')","('Other', 'IfExp')","annual_savings,float,total_investment",payback_time = total_investment / annual_savings if annual_savings > 0 else float('inf')
.\heatpump_ui.py,915,payback_time,"('Other', 'IfExp')","('Other', 'IfExp')","annual_savings,float,total_investment",payback_time = total_investment / annual_savings if annual_savings > 0 else float('inf')
.\product_attributes.py,247,pid,"('Other', 'IfExp')","('Other', 'IfExp')","int,prod",pid = int(prod['id']) if prod else None
.\pdf_generator.py,1493,precision_pdf,"('Other', 'IfExp')","('Other', 'IfExp')",label_key,precision_pdf = 1 if label_key == 'vat_rate_percent' else 2
.\multi_offer_generator.py,393,price_factor,"('Other', 'IfExp')","('Other', 'IfExp')","factors,i,len",price_factor = factors[i] if i < len(factors) else factors[-1]
.\multi_offer_generator.py,836,price_factor,"('Other', 'IfExp')","('Other', 'IfExp')","company_index,custom_factors,len",price_factor = custom_factors[company_index] if company_index < len(custom_factors) else custom_factors[-1]
.\pdf_template_engine\placeholders.py,1351,prod_txt,"('Other', 'IfExp')","('Other', 'IfExp')","float,fmt_number,prod_warranty_years","prod_txt = fmt_number(float(prod_warranty_years), 0, ""Jahre Produktgarantie"") if prod_warranty_years is not None else """""
.\pdf_template_engine\placeholders.py,1353,prod_txt,"('Other', 'IfExp')","('Other', 'IfExp')","as_str,prod_warranty_years","prod_txt = f""{as_str(prod_warranty_years)} Jahre Produktgarantie"" if prod_warranty_years is not None else """""
.\product_attributes.py,191,products,"('Other', 'IfExp')","('Other', 'IfExp')","_list_products,category",products = _list_products(category=category) if category else _list_products()
.\heatpump_ui.py,816,profile_name,"('Other', 'IfExp')","('Other', 'IfExp')",smart_control_enabled,"profile_name = ""WP-Verbrauch (Smart)"" if smart_control_enabled else ""WP-Verbrauch (Normal)"""
.\multi_offer_generator.py,696,proj_details,"('Other', 'IfExp')","('Other', 'IfExp')","dict,isinstance,proj","proj_details = proj.get('project_details', {}) if isinstance(proj, dict) else {}"
.\pdf_template_engine\placeholders.py,425,project_details,"('Other', 'IfExp')","('Other', 'IfExp')","dict,isinstance,project_data","project_details = project_data.get(""project_details"", {}) if isinstance(project_data, dict) else {}"
.\pdf_ui.py,253,pv_total,"('Other', 'IfExp')","('Other', 'IfExp')","analysis_results,dict,isinstance","pv_total = analysis_results.get('total_investment_netto') if isinstance(analysis_results, dict) else None"
.\doc_output.py,568,pvgis_enabled,"('Other', 'IfExp')","('Other', 'IfExp')","callable,load_admin_setting_func","pvgis_enabled = load_admin_setting_func('enable_pvgis_integration', False) if callable(load_admin_setting_func) else False"
.\options.py,150,pvgis_enabled_str,"('Other', 'IfExp')","('Other', 'IfExp')",pvgis_enabled,"pvgis_enabled_str = ""true"" if pvgis_enabled else ""false"""
.\dev_tools\kakerlake_ultra_cleaner.py,491,reason,"('Other', 'IfExp')","('Other', 'IfExp')","fname,str","reason = f""{fname}_to_builder"" if str(fname).lower() in {""dict"",""merge"",""combine"",""deepmerge"",""update""} else ""call_wrapped_to_builder"""
.\dev_tools\kakerlake_ultra_cleaner_v2.py,373,reason,"('Other', 'IfExp')","('Other', 'IfExp')","fname,str","reason = f""{fname}_to_builder"" if str(fname).lower() in {""dict"",""merge"",""combine"",""deepmerge"",""update""} else ""call_wrapped_to_builder"""
.\mnt\data\kakerlake_ultra_cleaner.py,491,reason,"('Other', 'IfExp')","('Other', 'IfExp')","fname,str","reason = f""{fname}_to_builder"" if str(fname).lower() in {""dict"",""merge"",""combine"",""deepmerge"",""update""} else ""call_wrapped_to_builder"""
.\mnt\data\kakerlake_ultra_cleaner_v2.py,373,reason,"('Other', 'IfExp')","('Other', 'IfExp')","fname,str","reason = f""{fname}_to_builder"" if str(fname).lower() in {""dict"",""merge"",""combine"",""deepmerge"",""update""} else ""call_wrapped_to_builder"""
.\tools\kakerlake_ultra_cleaner.py,492,reason,"('Other', 'IfExp')","('Other', 'IfExp')","fname,str","reason = f""{fname}_to_builder"" if str(fname).lower() in {""dict"",""merge"",""combine"",""deepmerge"",""update""} else ""call_wrapped_to_builder"""
.\analysis.py,426,rebate_color,"('Other', 'IfExp')","('Other', 'IfExp')",total_rebates,"rebate_color = """" if total_rebates > 0 else """""
.\ai_companion.py,81,recent_history,"('Other', 'IfExp')","('Other', 'IfExp')",st,recent_history = st.session_state.ai_companion_history[-10:] if st.session_state.ai_companion_history else []
.\tools\import_module_attributes_generic.py,465,records,"('Other', 'IfExp')","('Other', 'IfExp')","_load_json,_load_yaml,path","records = _load_json(path) if path.lower().endswith(('.json',)) else _load_yaml(path)"
.\analysis.py,2333,roi_20_years,"('Other', 'IfExp')","('Other', 'IfExp')","adjusted_benefit,total_investment_netto_val",roi_20_years = (
.\analysis.py,8362,roi_year_1,"('Other', 'IfExp')","('Other', 'IfExp')","initial_investment,max,net_annual_benefit",roi_year_1 = (
.\pdf_generator.py,494,safe_analysis_results,"('Other', 'IfExp')","('Other', 'IfExp')","analysis_results,dict",safe_analysis_results = dict(analysis_results or {}) if analysis_results else {}
.\calculations.py,4150,savings_percent,"('Other', 'IfExp')","('Other', 'IfExp')","base_cost,savings",savings_percent = (savings / base_cost) * 100 if base_cost > 0 else 0
.\analysis.py,3818,scaling_factor_heuristic,"('Other', 'IfExp')","('Other', 'IfExp')","denominator_heuristic,max_potential_storage_benefit_eur",scaling_factor_heuristic = (
.\pdf_generator.py,372,segment_order,"('Other', 'IfExp')","('Other', 'IfExp')","dict,isinstance,project_data","segment_order = (project_data.get('pdf_segment_order') or []) if isinstance(project_data, dict) else []"
.\pdf_ui.py,306,segment_order,"('Other', 'IfExp')","('Other', 'IfExp')","hp_ts,pv_ts","segment_order = ['Photovoltaik','Wärmepumpe'] if pv_ts <= hp_ts else ['Wärmepumpe','Photovoltaik']"
.\admin_panel.py,788,selected_category,"('Other', 'IfExp')","('Other', 'IfExp')","WIDGET_KEY_SUFFIX,all_label,category_options_display,get_text_local,st",selected_category = st.selectbox(
.\multi_offer_generator.py,1056,selected_cover_letter,"('Other', 'IfExp')","('Other', 'IfExp')",cover_letter_templates,selected_cover_letter = cover_letter_templates[0] if cover_letter_templates else None
.\admin_panel.py,812,selected_label,"('Other', 'IfExp')","('Other', 'IfExp')","WIDGET_KEY_SUFFIX,get_text_local,options_labels,st",selected_label = st.selectbox(
.\multi_offer_generator.py,1055,selected_offer_title,"('Other', 'IfExp')","('Other', 'IfExp')",offer_title_templates,selected_offer_title = offer_title_templates[0] if offer_title_templates else None
.\admin_panel.py,822,selected_prod,"('Other', 'IfExp')","('Other', 'IfExp')","callable,get_product_by_id_func,selected_pid",selected_prod = get_product_by_id_func(selected_pid) if callable(get_product_by_id_func) else None
.\calculations.py,2761,selected_storage_capacity_kwh,"('Other', 'IfExp')","('Other', 'IfExp')","float,include_storage,project_details",selected_storage_capacity_kwh = (
.\calculations.py,2757,selected_storage_id,"('Other', 'IfExp')","('Other', 'IfExp')","include_storage,project_details",selected_storage_id = (
.\multi_offer_generator.py,1054,selected_title_image,"('Other', 'IfExp')","('Other', 'IfExp')",title_image_templates,selected_title_image = title_image_templates[0] if title_image_templates else None
.\calculations.py,4002,self.electricity_price_increase,"('Other', 'IfExp')","('Other', 'IfExp')",electricity_price_increase,self.electricity_price_increase = electricity_price_increase / 100.0 if electricity_price_increase > 1 else electricity_price_increase
.\calculations.py,4001,self.inflation_rate,"('Other', 'IfExp')","('Other', 'IfExp')",inflation_rate,self.inflation_rate = inflation_rate / 100.0 if inflation_rate > 1 else inflation_rate  # Normalisieren auf Dezimalwert
.\analysis.py,4968,self_supply_float,"('Other', 'IfExp')","('Other', 'IfExp')","float,int,isinstance,math,self_supply_val_raw",self_supply_float = (
.\analysis.py,7606,sim_years_eff_econ_table,"('Other', 'IfExp')","('Other', 'IfExp')","int,isinstance,sim_years_eff_econ_table_raw",sim_years_eff_econ_table = (
.\dev_tools\kakerlake_ultra_cleaner.py,517,size,"('Other', 'IfExp')","('Other', 'IfExp')","os,p",size=os.path.getsize(p) if os.path.exists(p) else None
.\dev_tools\kakerlake_ultra_cleaner_v2.py,403,size,"('Other', 'IfExp')","('Other', 'IfExp')","os,p",size=os.path.getsize(p) if os.path.exists(p) else None
.\mnt\data\kakerlake_ultra_cleaner.py,517,size,"('Other', 'IfExp')","('Other', 'IfExp')","os,p",size=os.path.getsize(p) if os.path.exists(p) else None
.\mnt\data\kakerlake_ultra_cleaner_v2.py,403,size,"('Other', 'IfExp')","('Other', 'IfExp')","os,p",size=os.path.getsize(p) if os.path.exists(p) else None
.\tools\kakerlake_ultra_cleaner.py,518,size,"('Other', 'IfExp')","('Other', 'IfExp')","os,p",size=os.path.getsize(p) if os.path.exists(p) else None
.\calculations.py,1741,sizing_factor,"('Other', 'IfExp')","('Other', 'IfExp')","ac_power,dc_power",sizing_factor = (dc_power / ac_power * 100) if ac_power > 0 else 110
.\analysis.py,1615,specific_settings,"('Other', 'IfExp')","('Other', 'IfExp')","_safe_viz_get,chart_specific_key,dict,isinstance,viz_settings",specific_settings = (
.\analysis.py,8918,specific_yield,"('Other', 'IfExp')","('Other', 'IfExp')","anlage_kwp,annual_production",specific_yield = annual_production / anlage_kwp if anlage_kwp > 0 else 0
.\analysis.py,9198,specific_yield,"('Other', 'IfExp')","('Other', 'IfExp')","anlage_kwp,results","specific_yield = results.get('annual_pv_production_kwh', 0.0) / anlage_kwp if anlage_kwp > 0 else 0"
.\calculations.py,2801,speicher_ladung_brutto,"('Other', 'IfExp')","('Other', 'IfExp')","include_storage,min,pv_ueberschuss,selected_storage_capacity_kwh",speicher_ladung_brutto = (
.\pdf_template_engine\placeholders.py,1134,speicher_ladung_kwh,"('Other', 'IfExp')","('Other', 'IfExp')","float,monthly_storage_charge,sum,x",speicher_ladung_kwh   = sum(float(x or 0) for x in monthly_storage_charge) if monthly_storage_charge else 0.0
.\pdf_template_engine\placeholders.py,1135,speicher_nutzung_kwh,"('Other', 'IfExp')","('Other', 'IfExp')","float,monthly_storage_discharge,sum,x",speicher_nutzung_kwh  = sum(float(x or 0) for x in monthly_storage_discharge) if monthly_storage_discharge else 0.0
.\notwendig oder nicht\python_function_recipes.py,159,sr,"('Other', 'IfExp')","('Other', 'IfExp')","list,pd,rv,sum_range",sr = pd.Series(list(sum_range)) if sum_range is not None else rv
.\pdf_ui.py,388,st.session_state.selected_cover_letter_name_doc_output,"('Other', 'IfExp')","('Other', 'IfExp')","cover_letter_templates,dict,isinstance","if ""selected_cover_letter_name_doc_output"" not in st.session_state: st.session_state.selected_cover_letter_name_doc_output = cover_letter_templates[0]['name'] if cover_letter_templates and isinstance(cover_letter_templates[0], dict) else None"
.\pdf_ui.py,389,st.session_state.selected_cover_letter_text_content_doc_output,"('Other', 'IfExp')","('Other', 'IfExp')","cover_letter_templates,dict,isinstance","if ""selected_cover_letter_text_content_doc_output"" not in st.session_state: st.session_state.selected_cover_letter_text_content_doc_output = cover_letter_templates[0]['content'] if cover_letter_templates and isinstance(cover_letter_templates[0], dict) else """""
.\pdf_ui.py,386,st.session_state.selected_offer_title_name_doc_output,"('Other', 'IfExp')","('Other', 'IfExp')","dict,isinstance,offer_title_templates","if ""selected_offer_title_name_doc_output"" not in st.session_state: st.session_state.selected_offer_title_name_doc_output = offer_title_templates[0]['name'] if offer_title_templates and isinstance(offer_title_templates[0], dict) else None"
.\pdf_ui.py,387,st.session_state.selected_offer_title_text_content_doc_output,"('Other', 'IfExp')","('Other', 'IfExp')","dict,isinstance,offer_title_templates","if ""selected_offer_title_text_content_doc_output"" not in st.session_state: st.session_state.selected_offer_title_text_content_doc_output = offer_title_templates[0]['content'] if offer_title_templates and isinstance(offer_title_templates[0], dict) else """""
.\pdf_ui.py,385,st.session_state.selected_title_image_b64_data_doc_output,"('Other', 'IfExp')","('Other', 'IfExp')","dict,isinstance,title_image_templates","if ""selected_title_image_b64_data_doc_output"" not in st.session_state: st.session_state.selected_title_image_b64_data_doc_output = title_image_templates[0]['data'] if title_image_templates and isinstance(title_image_templates[0], dict) else None"
.\pdf_ui.py,384,st.session_state.selected_title_image_name_doc_output,"('Other', 'IfExp')","('Other', 'IfExp')","dict,isinstance,title_image_templates","if ""selected_title_image_name_doc_output"" not in st.session_state: st.session_state.selected_title_image_name_doc_output = title_image_templates[0]['name'] if title_image_templates and isinstance(title_image_templates[0], dict) else None"
.\notwendig oder nicht\wichtig\repo_porter.py,330,start,"('Other', 'IfExp')","('Other', 'IfExp')","di,min",start = min(di.decorators) if di.decorators else di.lineno
.\tools\repo_porter.py,330,start,"('Other', 'IfExp')","('Other', 'IfExp')","di,min",start = min(di.decorators) if di.decorators else di.lineno
.\check_product_images.py,20,status,"('Other', 'IfExp')","('Other', 'IfExp')",r,"status = ""Ja"" if r[2] else ""Nein"""
.\notwendig oder nicht\wichtig\portings\patches\check_product_images.py.insert.py,25,status,"('Other', 'IfExp')","('Other', 'IfExp')",r,"status = ""Ja"" if r[2] else ""Nein"""
.\notwendig oder nicht\wichtig\portings\patches\test_admin_fix.py.insert.py,41,status,"('Other', 'IfExp')","('Other', 'IfExp')","expected,result","status = ""✅"" if result == expected else ""❌"""
.\notwendig oder nicht\wichtig\portings\patches\test_logo_integration.py.insert.py,212,status,"('Other', 'IfExp')","('Other', 'IfExp')",result,"status = ""✅ BESTANDEN"" if result else ""❌ FEHLGESCHLAGEN"""
.\pdf_ui.py,1433,status,"('Other', 'IfExp')","('Other', 'IfExp')","doc_path,os","status = """" if os.path.exists(doc_path) else """""
.\pdf_ui.py,1456,status,"('Other', 'IfExp')","('Other', 'IfExp')","full_path,os","status = """" if os.path.exists(full_path) else """""
.\tests\test_admin_fix.py,37,status,"('Other', 'IfExp')","('Other', 'IfExp')","expected,result","status = ""✅"" if result == expected else ""❌"""
.\tests\test_logo_integration.py,185,status,"('Other', 'IfExp')","('Other', 'IfExp')",result,"status = ""✅ BESTANDEN"" if result else ""❌ FEHLGESCHLAGEN"""
.\tools\portings\patches\check_product_images.py.insert.py,25,status,"('Other', 'IfExp')","('Other', 'IfExp')",r,"status = ""Ja"" if r[2] else ""Nein"""
.\tools\portings\patches\test_admin_fix.py.insert.py,41,status,"('Other', 'IfExp')","('Other', 'IfExp')","expected,result","status = ""✅"" if result == expected else ""❌"""
.\tools\portings\patches\test_logo_integration.py.insert.py,212,status,"('Other', 'IfExp')","('Other', 'IfExp')",result,"status = ""✅ BESTANDEN"" if result else ""❌ FEHLGESCHLAGEN"""
.\calculations.py,2282,status_code_val,"('Other', 'IfExp')","('Other', 'IfExp')",e_http,status_code_val = (
.\analysis.py,5111,storage_cons_float,"('Other', 'IfExp')","('Other', 'IfExp')","float,int,isinstance,math,storage_cons_prod_perc_raw",storage_cons_float = (
.\analysis.py,3721,storage_cost_factor,"('Other', 'IfExp')","('Other', 'IfExp')","base_investment,storage_cost_input",storage_cost_factor = (
.\pdf_template_engine\placeholders.py,1776,storage_details,"('Other', 'IfExp')","('Other', 'IfExp')","fetch_details,storage_name",storage_details = fetch_details(storage_name) if storage_name else {}
.\calculations.py,2909,storage_details_from_db,"('Other', 'IfExp')","('Other', 'IfExp')","include_storage,real_get_product_by_id,selected_storage_id",storage_details_from_db = (
.\calculations.py,3914,storage_max_cycles_calc,"('Other', 'IfExp')","('Other', 'IfExp')","calculated_default_max_cycles_val,storage_max_cycles_val_conv",storage_max_cycles_calc = (
